 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  8.53549558e-01  0.00000000e+00  8.53549558e-01  0.00000000e+00  1.80000000e+00 
 1.00000000e-14  9.00000000e-04  1.00000000e-14  0.00000000e+00  1.00000000e-14  8.53556050e-01  1.00000000e-14  8.53613555e-01  1.00000000e-14  1.80000000e+00 
 2.00000000e-14  1.80000000e-03  2.00000000e-14  0.00000000e+00  2.00000000e-14  8.53562755e-01  2.00000000e-14  8.53678481e-01  2.00000000e-14  1.80000000e+00 
 4.00000000e-14  3.60000000e-03  4.00000000e-14  0.00000000e+00  4.00000000e-14  8.53575131e-01  4.00000000e-14  8.53805863e-01  4.00000000e-14  1.80000000e+00 
 8.00000000e-14  7.20000000e-03  8.00000000e-14  0.00000000e+00  8.00000000e-14  8.53595183e-01  8.00000000e-14  8.54048699e-01  8.00000000e-14  1.80000000e+00 
 1.60000000e-13  1.44000000e-02  1.60000000e-13  0.00000000e+00  1.60000000e-13  8.53631466e-01  1.60000000e-13  8.54522176e-01  1.60000000e-13  1.80000000e+00 
 3.20000000e-13  2.88000000e-02  3.20000000e-13  0.00000000e+00  3.20000000e-13  8.53702478e-01  3.20000000e-13  8.55453272e-01  3.20000000e-13  1.80000000e+00 
 6.40000000e-13  5.76000000e-02  6.40000000e-13  0.00000000e+00  6.40000000e-13  8.53835816e-01  6.40000000e-13  8.57247114e-01  6.40000000e-13  1.80000000e+00 
 1.28000000e-12  1.15200000e-01  1.28000000e-12  0.00000000e+00  1.28000000e-12  8.54070518e-01  1.28000000e-12  8.60599349e-01  1.28000000e-12  1.80000000e+00 
 2.28000000e-12  2.05200000e-01  2.28000000e-12  0.00000000e+00  2.28000000e-12  8.54351727e-01  2.28000000e-12  8.65325664e-01  2.28000000e-12  1.80000000e+00 
 3.28000000e-12  2.95200000e-01  3.28000000e-12  0.00000000e+00  3.28000000e-12  8.54530932e-01  3.28000000e-12  8.69584233e-01  3.28000000e-12  1.80000000e+00 
 4.28000000e-12  3.85200000e-01  4.28000000e-12  0.00000000e+00  4.28000000e-12  8.54609733e-01  4.28000000e-12  8.73533855e-01  4.28000000e-12  1.80000000e+00 
 5.28000000e-12  4.75200000e-01  5.28000000e-12  0.00000000e+00  5.28000000e-12  8.54593444e-01  5.28000000e-12  8.77347999e-01  5.28000000e-12  1.80000000e+00 
 6.28000000e-12  5.65200000e-01  6.28000000e-12  0.00000000e+00  6.28000000e-12  8.54488255e-01  6.28000000e-12  8.81202122e-01  6.28000000e-12  1.80000000e+00 
 7.28000000e-12  6.55200000e-01  7.28000000e-12  0.00000000e+00  7.28000000e-12  8.54300549e-01  7.28000000e-12  8.85196515e-01  7.28000000e-12  1.80000000e+00 
 8.28000000e-12  7.45200000e-01  8.28000000e-12  0.00000000e+00  8.28000000e-12  8.54030498e-01  8.28000000e-12  8.89158239e-01  8.28000000e-12  1.80000000e+00 
 9.28000000e-12  8.35200000e-01  9.28000000e-12  0.00000000e+00  9.28000000e-12  8.53677483e-01  9.28000000e-12  8.92439540e-01  9.28000000e-12  1.80000000e+00 
 1.02800000e-11  9.25200000e-01  1.02800000e-11  0.00000000e+00  1.02800000e-11  8.53260670e-01  1.02800000e-11  8.93972141e-01  1.02800000e-11  1.80000000e+00 
 1.12800000e-11  1.01520000e+00  1.12800000e-11  0.00000000e+00  1.12800000e-11  8.52835033e-01  1.12800000e-11  8.92666936e-01  1.12800000e-11  1.80000000e+00 
 1.22800000e-11  1.10520000e+00  1.22800000e-11  0.00000000e+00  1.22800000e-11  8.52441625e-01  1.22800000e-11  8.87701087e-01  1.22800000e-11  1.80000000e+00 
 1.32800000e-11  1.19520000e+00  1.32800000e-11  0.00000000e+00  1.32800000e-11  8.52044853e-01  1.32800000e-11  8.78511876e-01  1.32800000e-11  1.80000000e+00 
 1.42800000e-11  1.28520000e+00  1.42800000e-11  0.00000000e+00  1.42800000e-11  8.51576671e-01  1.42800000e-11  8.64730010e-01  1.42800000e-11  1.80000000e+00 
 1.52800000e-11  1.37520000e+00  1.52800000e-11  0.00000000e+00  1.52800000e-11  8.51002084e-01  1.52800000e-11  8.46153181e-01  1.52800000e-11  1.80000000e+00 
 1.62800000e-11  1.46520000e+00  1.62800000e-11  0.00000000e+00  1.62800000e-11  8.50323943e-01  1.62800000e-11  8.22708976e-01  1.62800000e-11  1.80000000e+00 
 1.72800000e-11  1.55520000e+00  1.72800000e-11  0.00000000e+00  1.72800000e-11  8.49555591e-01  1.72800000e-11  7.94417605e-01  1.72800000e-11  1.80000000e+00 
 1.82800000e-11  1.64520000e+00  1.82800000e-11  0.00000000e+00  1.82800000e-11  8.48693853e-01  1.82800000e-11  7.61354569e-01  1.82800000e-11  1.80000000e+00 
 1.92800000e-11  1.73520000e+00  1.92800000e-11  0.00000000e+00  1.92800000e-11  8.47708392e-01  1.92800000e-11  7.23642193e-01  1.92800000e-11  1.80000000e+00 
 2.00000000e-11  1.80000000e+00  2.00000000e-11  0.00000000e+00  2.00000000e-11  8.46901263e-01  2.00000000e-11  6.93711742e-01  2.00000000e-11  1.80000000e+00 
 2.01000000e-11  1.80000000e+00  2.01000000e-11  0.00000000e+00  2.01000000e-11  8.46673359e-01  2.01000000e-11  6.88720202e-01  2.01000000e-11  1.80000000e+00 
 2.03000000e-11  1.80000000e+00  2.03000000e-11  0.00000000e+00  2.03000000e-11  8.46265092e-01  2.03000000e-11  6.78797438e-01  2.03000000e-11  1.80000000e+00 
 2.07000000e-11  1.80000000e+00  2.07000000e-11  0.00000000e+00  2.07000000e-11  8.45472673e-01  2.07000000e-11  6.59050616e-01  2.07000000e-11  1.80000000e+00 
 2.15000000e-11  1.80000000e+00  2.15000000e-11  0.00000000e+00  2.15000000e-11  8.43891518e-01  2.15000000e-11  6.19828672e-01  2.15000000e-11  1.80000000e+00 
 2.25000000e-11  1.80000000e+00  2.25000000e-11  0.00000000e+00  2.25000000e-11  8.42004285e-01  2.25000000e-11  5.71462983e-01  2.25000000e-11  1.80000000e+00 
 2.35000000e-11  1.80000000e+00  2.35000000e-11  0.00000000e+00  2.35000000e-11  8.40281050e-01  2.35000000e-11  5.23988469e-01  2.35000000e-11  1.80000000e+00 
 2.45000000e-11  1.80000000e+00  2.45000000e-11  0.00000000e+00  2.45000000e-11  8.38876541e-01  2.45000000e-11  4.77677072e-01  2.45000000e-11  1.80000000e+00 
 2.55000000e-11  1.80000000e+00  2.55000000e-11  0.00000000e+00  2.55000000e-11  8.37933918e-01  2.55000000e-11  4.32800192e-01  2.55000000e-11  1.80000000e+00 
 2.65000000e-11  1.80000000e+00  2.65000000e-11  0.00000000e+00  2.65000000e-11  8.37648013e-01  2.65000000e-11  3.89724223e-01  2.65000000e-11  1.80000000e+00 
 2.75000000e-11  1.80000000e+00  2.75000000e-11  0.00000000e+00  2.75000000e-11  8.38183211e-01  2.75000000e-11  3.48848901e-01  2.75000000e-11  1.80000000e+00 
 2.85000000e-11  1.80000000e+00  2.85000000e-11  0.00000000e+00  2.85000000e-11  8.39720063e-01  2.85000000e-11  3.10616745e-01  2.85000000e-11  1.80000000e+00 
 2.95000000e-11  1.80000000e+00  2.95000000e-11  0.00000000e+00  2.95000000e-11  8.42365339e-01  2.95000000e-11  2.75337970e-01  2.95000000e-11  1.80000000e+00 
 3.05000000e-11  1.80000000e+00  3.05000000e-11  0.00000000e+00  3.05000000e-11  8.46184720e-01  3.05000000e-11  2.43179695e-01  3.05000000e-11  1.80000000e+00 
 3.15000000e-11  1.80000000e+00  3.15000000e-11  0.00000000e+00  3.15000000e-11  8.51138716e-01  3.15000000e-11  2.14123367e-01  3.15000000e-11  1.80000000e+00 
 3.25000000e-11  1.80000000e+00  3.25000000e-11  0.00000000e+00  3.25000000e-11  8.57150601e-01  3.25000000e-11  1.88063066e-01  3.25000000e-11  1.80000000e+00 
 3.35000000e-11  1.80000000e+00  3.35000000e-11  0.00000000e+00  3.35000000e-11  8.64084439e-01  3.35000000e-11  1.64803268e-01  3.35000000e-11  1.80000000e+00 
 3.45000000e-11  1.80000000e+00  3.45000000e-11  0.00000000e+00  3.45000000e-11  8.71820175e-01  3.45000000e-11  1.44145581e-01  3.45000000e-11  1.80000000e+00 
 3.55000000e-11  1.80000000e+00  3.55000000e-11  0.00000000e+00  3.55000000e-11  8.80317217e-01  3.55000000e-11  1.25873346e-01  3.55000000e-11  1.80000000e+00 
 3.65000000e-11  1.80000000e+00  3.65000000e-11  0.00000000e+00  3.65000000e-11  8.89410293e-01  3.65000000e-11  1.09782957e-01  3.65000000e-11  1.80000000e+00 
 3.75000000e-11  1.80000000e+00  3.75000000e-11  0.00000000e+00  3.75000000e-11  8.98972045e-01  3.75000000e-11  9.56545699e-02  3.75000000e-11  1.80000000e+00 
 3.85000000e-11  1.80000000e+00  3.85000000e-11  0.00000000e+00  3.85000000e-11  9.08984611e-01  3.85000000e-11  8.32937108e-02  3.85000000e-11  1.80000000e+00 
 3.95000000e-11  1.80000000e+00  3.95000000e-11  0.00000000e+00  3.95000000e-11  9.19366229e-01  3.95000000e-11  7.24990630e-02  3.95000000e-11  1.80000000e+00 
